,S. No.,Timestamp,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,GADE,SWL1,SWL2,SWL3,SWL4,SWL5,Platform,Hours,earnings,whyplay,League,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Playstyle,accept,GAD_T,SWL_T,SPIN_T
3728,3911,2015-02-19 17:24:09,1,1,1,2,1,3,1,Not difficult at all,2,2,2,1,5,PC,35,I play for fun,improving,Gold II,5,1,1,2,3,3,3,1,2,4,2,4,3,1,3,2,0,0,2,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,10,12,35
3729,3912,2015-02-19 17:24:11,3,3,3,3,1,1,0,Extremely difficult,1,2,2,1,1,PC,30,I play for fun,improving,Silver,20,0,1,3,3,3,2,0,3,4,2,3,1,1,2,0,1,2,2,Female,21,Employed,Multiplayer - online - with strangers,Accept,14,7,31
3730,3913,2015-02-19 17:24:11,0,0,0,1,0,1,0,Not difficult at all,3,6,6,4,4,PC,15,I play for fun,All of the above,Platinum V ,5,0,0,1,1,0,1,0,0,0,1,0,0,0,1,2,0,0,3,Male,21,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,2,23,7
3731,3914,2015-02-19 17:24:18,3,1,1,0,0,1,0,Somewhat difficult,1,1,1,1,1,PC,25,I play for fun,improving,platinum 3,5,2,2,0,0,1,3,0,2,1,0,4,0,0,1,3,2,0,1,Male,18,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,6,5,21
3732,3915,2015-02-19 17:24:22,1,1,2,1,0,1,1,Somewhat difficult,2,2,2,2,1,PC,30,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Diamond,0,1,0,1,2,1,2,1,4,4,2,2,2,3,3,3,1,2,3,Male,22,Student at school,Multiplayer - online - with online acquaintances or teammates,Accept,7,9,34
3733,3916,2015-02-19 17:24:22,0,0,0,0,1,1,0,Not difficult at all,1,4,5,1,1,PC,14,I play for fun,having fun,Platinum 2,10,2,3,0,2,1,3,1,0,1,0,3,0,1,1,1,0,0,2,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,2,12,19
3734,3917,2015-02-19 17:24:28,1,0,0,0,0,0,0,Not difficult at all,5,6,6,5,7,PC,30,I play for fun,improving,Gold,4,0,1,1,2,1,1,0,2,3,3,2,0,0,1,2,0,0,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,1,29,19
3736,3919,2015-02-19 17:24:32,0,0,0,2,0,1,1,Somewhat difficult,2,3,2,3,2,PC,30,I play for fun,improving,Diamond II,15,0,1,1,0,1,0,0,1,0,0,2,0,0,2,1,0,0,1,Male,18,Student at school,Multiplayer - online - with strangers,Accept,4,12,9
3737,3920,2015-02-19 17:24:32,1,0,0,0,0,0,0,Not difficult at all,6,5,6,6,3,PC,18,I play for fun,improving,Silver 3,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Male,23,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,1,26,1
3738,3921,2015-02-19 17:24:35,1,0,3,1,0,0,1,Somewhat difficult,1,5,2,2,1,PC,50,I play for fun,improving,Platinum 5,8,3,3,1,3,1,1,2,0,4,1,4,0,0,1,2,1,3,1,Male,20,Employed,Multiplayer - online - with real life friends,Accept,6,11,30
3739,3922,2015-02-19 17:24:35,3,3,2,1,0,1,0,Not difficult at all,4,6,6,5,3,PC,20,I play for fun,improving,Diamond,5,2,3,2,1,0,1,2,3,3,0,2,2,2,3,3,2,2,3,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,10,24,33
3740,3924,2015-02-19 17:24:40,1,2,2,1,0,1,1,Somewhat difficult,5,5,6,7,5,PC,20,I play for fun,winning,Diamond 3,6,1,2,1,2,2,2,1,2,2,0,0,0,2,1,0,2,1,4,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,8,28,21
3741,3925,2015-02-19 17:24:45,2,0,1,0,0,1,0,Not difficult at all,5,6,6,5,3,PC,40,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,"Platinium on LoL, Legend on HS",3,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,Male,20,Student at college / university,Singleplayer,Accept,4,25,5
3742,3926,2015-02-19 17:24:45,1,0,0,0,0,0,0,Not difficult at all,3,6,3,2,5,PC,30,I play for fun,its a little of everything listed,gold 1,10,1,0,0,1,1,0,0,1,0,0,3,1,0,0,0,1,0,1,Male,22,Employed,Multiplayer - online - with real life friends,Accept,1,19,9
3743,3927,2015-02-19 17:24:47,0,0,2,1,0,0,0,Not difficult at all,5,5,5,5,6,PC,14,I play for fun,having fun,Diamond V,7,0,3,1,2,0,0,0,0,1,1,2,0,2,1,0,0,0,2,Male,20,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,3,26,13
3746,3930,2015-02-19 17:24:52,0,0,0,0,1,1,0,Not difficult at all,1,3,2,1,1,PC,20,I play for fun,winning,Platinum 1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,Male,25,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,2,8,3
3749,3934,2015-02-19 17:25:00,1,0,3,3,0,1,3,Somewhat difficult,1,1,1,1,4,PC,14,I play for fun,relaxing,Silver 2,4,1,1,1,2,1,2,0,4,1,0,4,1,0,1,4,0,0,2,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,11,8,23
3750,3935,2015-02-19 17:25:00,2,0,1,0,0,2,0,Not difficult at all,1,2,1,1,2,PC,14,I play for fun,having fun,Platinum,10,3,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,4,Male,22,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,5,7,9
3751,3936,2015-02-19 17:25:02,1,3,2,3,2,1,1,Somewhat difficult,5,5,5,5,3,PC,20,I play for fun,improving,of Legends,10,0,0,2,1,3,1,1,1,1,1,0,1,2,3,1,0,1,1,Male,20,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,13,23,19
3753,3938,2015-02-19 17:25:05,0,0,1,0,0,1,0,Not difficult at all,4,4,3,3,6,PC,20,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,silver,6,0,0,1,1,0,0,0,1,4,0,1,0,0,0,2,0,0,1,Female,31,Student at college / university,Multiplayer - online - with strangers,Accept,2,20,10
3754,3939,2015-02-19 17:25:07,1,1,1,3,1,1,0,Not difficult at all,2,4,5,1,1,PC,12,I play for fun,having fun,Gold,2,2,1,3,3,2,3,3,3,3,1,3,1,1,3,1,1,0,1,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,8,13,34
3755,3940,2015-02-19 17:25:12,2,0,0,0,0,1,1,Not difficult at all,6,6,6,6,7,PC,30,I play for fun,metting new people,plat?,5,0,0,3,0,0,0,0,4,0,0,2,0,0,0,0,2,0,1,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,4,31,11
3756,3941,2015-02-19 17:25:13,1,0,0,0,2,3,0,Not difficult at all,2,4,2,3,1,PC,25,I play for fun,having fun,Gold,30,3,2,2,3,0,3,0,4,4,1,1,0,0,2,1,2,0,5,Male,21,Student at college / university,Multiplayer - online - with strangers,Accept,6,12,28
3757,3942,2015-02-19 17:25:13,0,0,0,0,1,1,0,Not difficult at all,3,6,6,3,5,PC,20,I play for fun,improving,Platin 3,2,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,2,23,8
3758,3943,2015-02-19 17:25:15,2,2,3,0,0,0,0,Not difficult at all,2,2,3,5,1,PC,35,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Diamond 1,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,Male,20,Employed,Multiplayer - online - with strangers,Accept,7,13,3
3759,3944,2015-02-19 17:25:16,1,1,0,0,1,0,0,Not difficult at all,5,6,6,4,3,PC,20,I play for fun,having fun,"Gold 2, legendary eagle Master ",2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,Male,18,Employed,Multiplayer - online - with real life friends,Accept,3,24,4
3761,3946,2015-02-19 17:25:21,2,1,2,3,1,2,2,Not difficult at all,2,1,3,3,1,PC,10,I play for fun,improving,gold 1,10,1,2,2,1,3,2,3,3,3,1,2,2,1,2,3,1,1,2,Male,32,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,13,10,33
3763,3948,2015-02-19 17:25:26,0,0,0,0,0,0,0,Not difficult at all,3,3,5,3,3,PC,20,I play for fun,improving,Silver 3,4,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Male,24,Employed,Multiplayer - online - with strangers,Accept,0,17,5
3764,3949,2015-02-19 17:25:33,0,0,0,0,0,0,0,Not difficult at all,3,4,6,3,3,PC,15,I play for fun,having fun,"bronze elo hell, gg",4,2,3,4,4,3,4,3,4,4,4,4,3,3,4,4,4,3,2,Male,23,Student at college / university,Multiplayer - online - with real life friends,Accept,0,19,60
3765,3950,2015-02-19 17:25:34,0,0,0,0,0,0,0,Not difficult at all,3,7,3,4,3,PC,20,I play for fun,improving,Glod III,10,2,2,2,3,1,1,0,2,3,3,3,0,0,2,3,1,1,1,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,0,20,29
3766,3951,2015-02-19 17:25:36,1,0,1,1,1,0,1,Not difficult at all,3,6,2,2,1,PC,30,I play for fun,having fun,Platinum,4,1,1,2,2,1,2,2,1,3,1,3,1,0,1,1,1,2,3,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,5,14,25
3768,3953,2015-02-19 17:25:37,3,3,3,3,0,3,0,Extremely difficult,1,1,1,1,1,PC,40,I play for fun,improving,Gold V,15,1,2,3,1,1,2,3,4,1,2,2,1,0,3,4,1,3,2,Other,20,Student at college / university,Multiplayer - online - with real life friends,Accept,15,5,34
3769,3954,2015-02-19 17:25:39,3,2,2,3,1,2,0,Somewhat difficult,2,4,1,3,1,PC,10,I play for fun,improving,Gold (reset from plat),5,2,1,3,2,2,1,1,2,4,1,4,0,1,0,1,2,3,1,Male,23,Student at college / university,Multiplayer - online - with real life friends,Accept,13,11,30
3770,3955,2015-02-19 17:25:44,3,3,2,1,0,1,3,Somewhat difficult,2,6,5,4,1,PC,30,I play for fun,having fun,Silver 1,30,0,2,1,3,1,2,2,1,2,1,4,1,1,1,0,0,1,2,Male,21,Employed,Multiplayer - online - with real life friends,Accept,13,18,23
3771,3956,2015-02-19 17:25:44,0,0,0,0,0,1,0,Not difficult at all,3,2,5,4,7,PC,35,I play for fun,having fun,Gold,4,2,0,0,3,1,3,0,1,1,0,3,1,0,1,0,0,0,1,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,1,21,16
3772,3957,2015-02-19 17:25:45,0,0,0,0,0,0,0,Not difficult at all,5,5,3,5,1,PC,45,I play for fun,improving,Currently Gold 4,5,0,1,1,2,0,1,0,0,0,1,1,0,0,1,1,0,0,1,Male,27,Employed,Multiplayer - online - with real life friends,Accept,0,19,9
3773,3958,2015-02-19 17:25:45,0,0,1,0,0,0,3,Somewhat difficult,1,1,3,2,4,PC,10,I play for fun,winning,plat,5,0,0,0,3,1,3,3,3,3,2,2,2,1,2,1,1,1,4,Male,26,Employed,Multiplayer - online - with strangers,Accept,4,11,28
3775,3960,2015-02-19 17:25:52,1,1,1,0,1,1,1,Very difficult,1,4,1,1,1,PC,25,I play for fun,improving,Diamond 5,10,2,1,2,3,1,2,0,3,2,3,3,2,0,3,0,2,0,2,Male,25,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,6,8,29
3776,3961,2015-02-19 17:25:53,0,0,0,0,0,0,0,Not difficult at all,6,1,2,2,1,PC,50,cant do much els atm,winning,silver 1 elo hell.. so many trolls just started ranked.,18,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,Male,29,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,0,12,3
3778,3963,2015-02-19 17:26:04,0,0,0,0,1,1,1,Not difficult at all,2,5,5,1,1,PC,20,I play for fun,winning,diamond 5,4,0,1,2,1,0,1,1,2,3,0,1,0,0,2,0,0,1,1,Male,21,Student at college / university,Multiplayer - online - with strangers,Accept,3,14,15
3779,3964,2015-02-19 17:26:04,2,1,3,3,0,1,3,Very difficult,2,2,1,4,3,PC,10,I play for fun,improving,Diamond,20,1,3,2,4,2,3,1,4,4,2,3,1,2,3,4,1,0,1,Male,24,Student at college / university,Multiplayer - online - with strangers,Accept,13,12,40
3781,3966,2015-02-19 17:26:15,2,2,2,2,2,3,3,Somewhat difficult,4,3,2,2,1,PC,36,I play for fun,improving,Bronze IV,4,2,1,3,4,0,2,0,3,4,4,2,0,1,3,0,3,0,1,Male,18,Student at school,Multiplayer - online - with strangers,Accept,16,12,32
3782,3967,2015-02-19 17:26:17,1,1,1,2,1,0,0,Somewhat difficult,5,6,6,6,3,PC,30,I play for fun,improving,Gold,25,2,2,1,3,3,0,1,1,0,1,0,1,0,1,1,0,0,2,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,6,26,17
3783,3968,2015-02-19 17:26:17,0,0,1,1,0,1,0,Not difficult at all,1,4,3,1,1,PC,10,I play for fun,winning,silver 2,7,1,1,2,3,3,3,0,2,4,1,4,1,1,3,2,1,1,1,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,3,10,33
3784,3969,2015-02-19 17:26:18,1,0,0,0,0,1,1,Not difficult at all,2,4,4,2,3,PC,20,I play for fun,having fun,Silver 2,4,1,3,2,2,3,3,3,2,3,1,4,3,2,3,2,2,2,1,Male,18,Student at school,Multiplayer equally with strangers or real life friends,Accept,3,15,41
3785,3970,2015-02-19 17:26:18,1,0,1,0,0,2,1,Somewhat difficult,4,6,6,4,5,PC,60,I play for fun,improving,Diamond 4,10,2,2,2,3,2,2,1,3,3,2,3,3,2,3,3,2,2,3,Male,18,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,5,25,40
3786,3971,2015-02-19 17:26:20,2,2,2,2,2,1,2,Somewhat difficult,1,4,1,1,1,PC,30,I play for fun,improving,Gold,30,0,0,2,1,1,1,0,0,4,0,4,0,0,0,0,0,0,1,Male,26,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,13,8,13
3788,3973,2015-02-19 17:26:20,1,0,0,0,0,1,0,Not difficult at all,5,6,6,5,4,PC,10,I play for fun,improving,Silver III,20,3,2,3,4,3,3,3,3,3,4,2,3,0,3,3,1,3,2,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,2,26,46
3790,3975,2015-02-19 17:26:21,1,1,0,0,0,1,0,Not difficult at all,1,2,1,1,1,PC,14,I play for fun,having fun,Diamond,20,0,0,1,2,0,3,0,2,0,0,4,0,0,0,0,0,0,1,Male,24,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,3,6,12
3791,3976,2015-02-19 17:26:28,0,0,0,0,0,2,0,Somewhat difficult,2,6,2,2,1,PC,50,I play for fun,winning,Silver,10,0,0,0,2,0,3,3,2,4,0,4,2,0,4,4,2,0,3,Male,19,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,2,13,30
3792,3977,2015-02-19 17:26:30,1,1,3,1,0,2,2,Extremely difficult,2,1,3,4,2,PC,10,I play for fun,winning,silver,8,0,0,0,3,1,3,3,0,1,4,1,1,0,2,3,1,1,2,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,10,12,24
3793,3978,2015-02-19 17:26:30,2,3,3,2,0,1,3,Not difficult at all,6,6,6,4,4,PC,15,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Platinum III,5,0,1,1,2,1,2,0,1,2,0,2,0,0,2,2,0,1,1,Male,21,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,14,26,17
3794,3979,2015-02-19 17:26:31,1,1,1,0,0,0,0,Somewhat difficult,3,6,3,3,1,PC,5,I play for fun,improving,Platinum,10,0,1,1,0,1,0,1,3,0,0,0,0,0,0,1,0,0,3,Male,18,Student at school,Multiplayer - online - with strangers,Accept,3,16,8
3796,3981,2015-02-19 17:26:36,1,0,0,0,0,0,0,Not difficult at all,3,6,5,4,5,PC,30,I don't currently make money but have pro aspirations,improving,Master,20,1,4,3,2,3,3,1,4,3,0,3,1,0,2,3,1,1,2,Male,24,Employed,Multiplayer - online - with strangers,Accept,1,23,35
3797,3982,2015-02-19 17:26:37,1,1,0,2,0,1,0,Somewhat difficult,2,2,3,2,3,PC,35,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Diamond,3,1,1,2,2,2,2,1,1,3,1,3,0,0,1,1,1,3,1,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,5,12,25
3799,3984,2015-02-19 17:26:42,1,1,0,0,0,0,0,Not difficult at all,4,4,6,6,2,PC,50,I play for fun,having fun,Platinum,2,1,1,2,2,0,0,3,2,1,0,3,0,1,1,2,0,1,1,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,2,22,20
3800,3985,2015-02-19 17:26:42,1,1,1,2,3,3,2,Somewhat difficult,2,5,2,5,6,PC,24,I play for fun,winning,Platinum,14,1,2,3,3,1,1,1,4,3,1,0,0,0,0,0,0,1,1,Male,18,Student at college / university,Multiplayer - online - with real life friends,Accept,13,20,21
3801,3986,2015-02-19 17:26:44,1,0,0,0,0,1,0,Not difficult at all,5,4,4,3,1,PC,25,I play for fun,improving,Silver IV,20,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Male,20,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,2,17,4
3803,3988,2015-02-19 17:26:47,0,1,0,0,0,1,2,Somewhat difficult,2,1,5,2,2,PC,12,I play for fun,improving,Platinum 4,4,1,2,2,3,3,3,2,1,3,3,3,2,1,3,3,3,0,1,Male,19,Student at school,Multiplayer - online - with real life friends,Accept,4,12,38
3805,3990,2015-02-19 17:26:48,1,2,1,1,0,1,1,Not difficult at all,6,6,5,6,2,PC,10,I play for fun,having fun,Silver 1,15,2,3,1,3,2,3,1,2,2,1,3,0,0,1,2,1,2,3,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,7,25,29
3806,3991,2015-02-19 17:26:49,0,1,0,0,0,1,0,Somewhat difficult,5,5,6,4,4,PC,20,I play for fun,winning,Silver 1,15,2,1,2,3,4,2,1,2,1,3,3,3,0,1,0,0,0,2,Male,21,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,2,24,28
3809,3994,2015-02-19 17:27:01,1,0,1,0,0,1,0,Not difficult at all,4,3,3,3,2,PC,20,I play for fun,winning,Gold 5,15,1,2,1,2,1,1,1,3,1,1,1,0,0,1,2,1,2,1,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,3,15,21
3811,3996,2015-02-19 17:27:05,3,3,1,0,0,1,1,Not difficult at all,2,4,3,1,1,PC,30,I play for fun,having fun,Platinum,5,2,2,2,3,1,0,0,1,2,2,2,0,0,0,0,1,0,4,Male,18,Student at college / university,Multiplayer - online - with real life friends,Accept,9,11,18
3814,3999,2015-02-19 17:27:22,2,3,3,2,1,1,3,Extremely difficult,2,4,1,3,2,PC,20,I play for fun,improving,Master,8,1,1,1,2,1,2,0,3,0,1,0,0,1,2,2,0,0,2,Male,23,Student at college / university,Multiplayer - online - with strangers,Accept,15,12,17
3817,4002,2015-02-19 17:27:24,1,0,1,1,3,2,0,Somewhat difficult,2,2,6,6,2,PC,25,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",relaxing,Diamond,10,2,0,1,0,0,2,0,0,3,0,1,0,0,0,0,0,0,3,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,8,18,9
3818,4003,2015-02-19 17:27:27,2,3,2,2,1,1,0,Very difficult,1,1,1,1,1,PC,21,I play for fun,having fun,unranked,10,0,1,3,1,1,1,1,3,1,1,0,0,0,0,0,0,1,1,Male,27,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,11,5,14
3819,4004,2015-02-19 17:27:28,0,0,0,0,0,0,0,Not difficult at all,6,6,4,4,4,PC,15,I play for fun,having fun,Diamond 5,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,0,24,8
3821,4006,2015-02-19 17:27:33,0,0,2,1,0,1,0,Not difficult at all,6,5,6,4,3,PC,10,I play for fun,having fun,silver,1,1,1,2,2,1,3,3,2,2,0,3,0,4,3,0,0,0,2,Male,22,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,4,24,27
3822,4007,2015-02-19 17:27:33,0,0,0,0,0,1,1,Not difficult at all,5,5,6,4,3,PC,25,I play for fun,winning,Plat V,5,1,3,2,2,1,2,3,2,2,1,3,1,0,0,2,0,2,1,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,2,23,27
3824,4009,2015-02-19 17:27:36,1,0,2,3,1,2,0,Not difficult at all,5,4,4,2,1,PC,6,I play for fun,having fun,Platinum II,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,4,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,9,16,7
3825,4010,2015-02-19 17:27:37,1,1,1,1,2,0,0,Somewhat difficult,3,3,4,3,2,PC,21,I play for fun,improving,Diamond,4,1,1,2,2,2,3,2,2,2,3,3,0,2,2,3,2,1,1,Male,21,Student at college / university,Multiplayer - online - with strangers,Accept,6,15,33
3826,4011,2015-02-19 17:27:39,1,1,0,0,0,0,0,Somewhat difficult,6,6,6,5,5,PC,12,I play for fun,having fun,Gold V,2,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,Male,23,Student at college / university,Multiplayer - online - with real life friends,Accept,2,28,6
3828,4013,2015-02-19 17:27:47,2,2,2,3,0,1,0,Somewhat difficult,1,1,3,1,1,PC,15,"I don't play for fun, but I'm not paid for it either.",improving,gold,4,2,1,3,3,0,1,0,2,1,1,4,0,0,2,4,2,1,1,Male,25,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,10,7,27
3829,4014,2015-02-19 17:27:50,0,0,0,0,2,0,1,Not difficult at all,6,4,7,4,3,PC,35,I play for fun,having fun,Plat 4,5,1,3,4,1,4,3,2,1,2,1,3,2,0,2,4,0,2,1,Male,18,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,3,24,35
3830,4015,2015-02-19 17:27:51,3,2,3,0,0,1,1,Somewhat difficult,5,6,7,6,3,PC,12,I play for fun,winning,Platinum 4,4,2,3,2,4,3,4,4,2,3,4,4,1,3,3,4,2,3,1,Male,18,Student at school,Multiplayer - online - with strangers,Accept,10,27,51
3831,4016,2015-02-19 17:27:53,0,0,0,0,0,0,0,Not difficult at all,2,2,4,2,1,PC,15,I play for fun,having fun,UNRANKED,20,0,1,0,2,0,0,0,0,1,2,0,0,0,0,1,0,0,1,Male,21,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,0,11,7
3833,4018,2015-02-19 17:28:02,2,1,1,0,0,1,1,Not difficult at all,5,6,6,4,3,PC,40,I play for fun,improving,Platinum 3,30,1,2,0,2,2,2,0,1,0,1,1,0,0,1,1,0,0,2,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,6,24,14
3835,4020,2015-02-19 17:28:05,2,3,2,1,2,2,2,Somewhat difficult,2,1,1,1,2,PC,25,I play for fun,relaxing,unranked,10,1,3,3,3,4,2,2,2,3,2,4,4,2,3,3,3,2,2,Male,28,Unemployed / between jobs,Multiplayer - online - with strangers against A.I.,Accept,14,7,46
3837,4022,2015-02-19 17:28:07,0,0,0,0,0,0,0,Not difficult at all,3,5,6,6,5,PC,5,I play for fun,improving,gold,12,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Male,35,Employed,Multiplayer - online - with strangers,Accept,0,25,4
3838,4023,2015-02-19 17:28:07,0,0,0,0,0,1,0,Not difficult at all,6,6,5,6,2,PC,35,I play for fun,winning,Gold 2,16,2,0,0,1,1,0,0,0,0,1,2,1,0,1,1,0,0,3,Male,24,Employed,Multiplayer - online - with real life friends,Accept,1,25,10
3839,4024,2015-02-19 17:28:10,0,1,1,3,1,0,0,Not difficult at all,1,2,2,1,1,PC,8,I play for fun,winning,Unranked,30,4,3,4,4,0,4,2,1,4,4,4,3,0,4,4,3,2,2,Male,21,Student at college / university,Multiplayer - online - with strangers,Accept,6,7,50
3840,4025,2015-02-19 17:28:12,0,0,0,1,0,0,0,Not difficult at all,4,4,5,2,3,PC,20,I play for fun,improving,Master,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Male,19,Student at school,Multiplayer - online - with real life friends,Accept,1,18,0
3841,4026,2015-02-19 17:28:13,3,3,3,2,3,3,0,Very difficult,2,5,5,3,6,PC,10,I play for fun,having fun,Platinum,2,0,2,2,3,1,3,0,3,3,3,3,1,0,3,3,0,0,1,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,17,21,30
3842,4027,2015-02-19 17:28:13,0,0,0,0,0,0,1,Not difficult at all,6,6,6,6,6,PC,14,I play for fun,winning,Gold,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,1,30,0
3843,4028,2015-02-19 17:28:14,0,0,0,0,0,0,0,Not difficult at all,5,5,6,2,1,PC,28,I play for fun,improving,Platinum 2,14,2,0,0,0,1,0,1,2,0,0,1,0,0,1,0,1,0,1,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,0,19,9
